id,document,label
4833,2019년 공공기관 청년고용의무 이행 현황 입력 제출 요청,4
4834,2019년 공공기관 청년고용의무 이행 현황 입력 제출 요청,4
4835,2020년 설 명절맞이 장애인생산품 특별판매 행사 협조,4
4836,2019년 지방공기업 신속집행시스템 유지관리 업무수행 결과 및 정산결과 안내,3
4837,과세자료제출법에 의한 과세자료 제출안내,9
4838,2020년도 전라북도 인재개발원 사이버교육 안내,4
4839,2020년 중소기업제품 구매계획 및 전년도(2019년) 구매실적 제출 요청,5
4840,2019년도 지방공기업 「소상공인·자영업자 지원 정책」참여 실적 파악 협조요청,5
4841,2020년 사회적경제기업 제품 공공구매 확대 협조 요청,5
4842,2020년 제1기 공무원이 알아야 할 민법과정(기초) 교육 신청안내,4
4843,2020년 상반기 지방공기업 재정 신속집행 관련 설명절 이전 적극 집행 요청,1
4844,「2020년도 지방공기업 예산편성 보완기준」통보,5
4845,「2020년도 지방공기업 예산편성 보완기준」통보,4
4846,「2020년도 지방공기업 예산편성 보완기준」통보,1
4847,모두 함께 시작하는 활기찬 설 민생 안정대책 협조 요청,5
4848,2019년 하반기 공공기관 민원처리 실태점검 결과 통보(통합기관),4
4849,2020년 제1기 행정법실무과정-핵심(중앙·지방·공공) 교육 신청안내,4
4850,혁신도시 클러스터용지(5부지) 매매계약을 위한 사업계획서 송부,9
4851,수종갱신 · 개발사업 추진 후 잔여 수목 조사,7
4852,레미콘 입찰담합 손해배상청구소송 추진을 위한 간담회 참석 요청(1차),5
4853,'20년 대한민국 공공주택 공모대전 추진 관련 회의참석 요청,10
4854,"제안서 평가위원(후보자) 모집 및 등록안내(익산 근대역사관 '삼산' 기억,명소화 용역)",13
4855,소방시설공사 착공변경신고 처리결과 알림(무주설천 임대아파트),10
4856,‘20년도 설날 명절용 장애인 표준사업장 생산품 카탈로그 배부 및 구매 협조 요청,5
4857,‘20년도 설날 명절용 장애인 표준사업장 생산품 카탈로그 배부 및 구매 협조 요청,4
4858,2020년 지방공기업 신입직원 채용 및 교육현황 조사 안내,4
4859,『2020년 폭력예방교육 운영 지침』안내,4
4860,전북운전면허시험장 본관 배수배관 수리 요청,6
4861,2020년 설 명절 사회복지시설 등 위문 방문 협조 요청,12
4862,2020년도 전라북도 감사계획 통보,12
4863,'20년도('19년 실적) 지방공기업 경영평가 사회적 가치지표(녹색제품 구매실적) 평가 세부일정 알림,5
4864,2020년도 산업단지 휴폐업공장 리모델링사업 공모 안내 및 희망 사업지 수요파악 요청,2
4865,2019년 지방체육진흥 사업 정산 안내 및 협조요청,12
4866,2020년 제1회 목포시 지방임기제 공무원 임용시험 홍보 협조,4
4867,2020년도 1월 건축위원회(구조전문위원) 개최결과 보고,10
4868,공공재정환수법 매뉴얼 송부,12
4869,"인공지능·빅데이터, 4차 산업혁명 등 기술·공학 분야 온라인 과목 수강안내",4
4870,인공강우 실험을 위한 부지 사용 협조 요청(새만금간척지),7
4871,무주군 설천 농어촌임대주택 특별공급 기관추천 입주희망자 제출,11
4872,제주경제통상진흥원 이제주숍 2020 ‘설 맞이’행사 이용협조 요청,4
4873,2020년 3월 국토교통인재개발원 교육 과정(집합 교육) 교육 신청 안내,4
4874,2020년「전라북도 도시재생지원센터」위탁사업비 교부신청서 제출 요청,13
4875,2020년도 1~2월 교육과정 운영 및 교육대상자 접수 안내,4
4876,'20년 도시재생 뉴딜사업 설명회 참석 요청,13
4877,2020년 설 명절「남도장터」농수축산물 할인 행사 안내,4
4878,2020년 설 명절「남도장터」농수축산물 할인 행사 안내,4
4879,20년 도시재생 뉴딜사업 설명회 참석 요청,13
4880,안전책임관 임명(변경) 현황 제출 요청,4
4881,전주 만성지구 A-2BL 공공임대주택건설 사업계획 승인 알림,10
4882,「순창 순화지구 도시개발사업」토지분할에 따른 협조요청 관련 공문 이첩,7
4883,한방바이오 제천몰 설맞이 특별할인행사 알림,4
4884,2020년도 2월 국가민방위재난안전교육원 입교 안내 정정 알림,4
4885,「안전책임관 재난안전 전문교육과정」교육대상자 추천 및 교육 안내,4
4886,2020년도 공공데이터 제공 및 이용활성화 시행계획 작성 요청,3
4887,제3기 공공데이터전략위원회 7차 회의 심의·의결 결과 통보,3
4888,전북 에너지전담기관 설립 관련 설문조사 실시를 위한 방문협조 요청,6
4889,전북 에너지전담기관 설립 관련 설문조사 실시를 위한 방문협조 요청,6
4890,공공조달 통계자료('19년 12월) 제출 요청,5
4891,2020년 설맞이 사회적기업 제품 우선구매 협조 요청,5
4892,공적임대주택 관련 집행실적 자료 협조 요청(12월말),5
4893,민원 빅데이터 동향「국민의 소리」제549호(2019년 동향) 알림,4
4894,공적임대주택 관련 집행실적 자료 협조 요청(12월말),11
4895,2020년도 2월 재난대비역량지원과정 입교대상자 추천 및 교육 안내,4
4896,채용투명성 강화 모범제도 조사보고서 공유,4
4897,2019년 춘천도시공사 혁신 우수사례 전파,1
4898,원가심사 제외 대상사업 조정시행 안내,2
4899,원가심사 제외 대상사업 조정시행 안내,10
4900,원가심사 제외 대상사업 조정시행 안내,8
4901,원가심사 제외 대상사업 조정시행 안내,7
4902,2019년 6~7월 사업주 위탁(집체) 훈련비용 환급 안내,4
4903,승강기 정밀안전진단보고서 제출 및 용역대금 청구(혁신에코르3단지),11
4904,기관별 공공부문 정규직 전환 실적 확인 요청,4
4905,「2020년도 지방공공기관 예산편성 보완기준」설명회 참석자 명단 제출,4
4906,「2020년도 지방공공기관 예산편성 보완기준」설명회 참석자 명단 제출,1
4907,2020년 주거복지사 국가공인민간자격 취득을 위한 교육 안내,4
4908,2020년도 2월 국가민방위재난안전교육원 입교대상자 추천 및 교육 안내,4
4909,2019년 온실가스 감축목표 이행결과보고서 및 2020년 이행계획 제출 등 요청,6
4910,안동시시설관리공단 소식지 송부,12
4911,「'20년 설 명절 선물세트 꿈드래 카탈로그」 및 중증장애인생산품 생산시설 지정현황('19.12.31기준) 안내(지방공기업),5
4912,전북소통대로「도민이 기대하는 전라북도」이벤트 개최 알림(전직원 공람),4
4913,2020년도 기록관리 표준화 작업반 참여자 신청 및 추천 요청,4
4914,전북혁신 개발사업 2·3단계 사후환경영향조사용역(운영시) 준공검사 결과알림,7
4915,지방공기업 설 명절 대비 건설공사 하도급대금 및 임금체불 실태점검 요청,5
4916,사회적기업 제품 2020년도 구매계획 및 2019년도 구매실적 제출 요청,5
4917,2020학년도(전기) 대학원 특별전형(추가) 모집 홍보 및 안내,4
4918,주거취약계층 주거지원 업무처리지침에 따른 실적 파악 요청,11
4919,공무원연금법에 따른 연금 전액 정지 대상기관 파악 협조 요청,4
4920,민간위탁 심층논의 필요사무 타당성 검토 결과 제출 안내,4
4921,「건축서비스산업 진흥법」개정에 따른 건축기획 등 업무절차 이행 당부,8
4922,「건축서비스산업 진흥법」개정에 따른 건축기획 등 업무절차 이행 당부,7
4923,「건축서비스산업 진흥법」개정에 따른 건축기획 등 업무절차 이행 당부,2
4924,지적기준점 관리 협조(사전협의제 운영 알림),9
4925,"감사교육원 2020년 연간계획 및 1, 2월 교육과정 신청 안내",4
4926,2019년 건설폐기물 실적보고(올바로시스템) 제출 안내,10
4927,「건축서비스산업 진흥법」개정에 따른 건축기획 등 업무절차 이행 당부,10
4928,2019년 공공기관 개인정보 관리수준 진단 결과 통보,3
4929,2020년도 제1기 안전감찰 업무능력향상과정 입교대상자 추천 및 교육안내,4
4930,'청렴연수원 등록 청렴교육강사' 강의만족도 공개를 위한 협조 요청,12
4931,2020년도 지방공기업 재정 신속집행 추진을 위한 예산액 입력 협조요청,1
4932,지방공기업 설 명절 대비 건설공사 하도급대금 및 임금체불 실태점검 요청,5
4933,2020년 학술연구용역 인건비 단가기준 알림,5
4934,벌점 부과대상 확대 관련 법령해석 결과 알림(공람),5
4935,시흥도시공사 2019년 하반기 경영우수사례 전파 및 2019년 겨울호 소식지 송부,12
4936,시흥도시공사 2019년 하반기 경영우수사례 전파 및 2019년 겨울호 소식지 송부,1
4937,2020년 지방공기업평가원 심층컨설팅 주제조사(협조),1
4938,나라장터 종합쇼핑몰 데스크톱컴퓨터 구매방식 개편 안내,5
4939,신재생에너지 공급의무화제도 산업통상자원부 고시 개정(안)에 대한 의견 제출 요청,8
4940,'20년 도시재생 전문인력 양성관련 설문조사 협조 요청,13
4941,2020년 출연기관 등 경영평가 기본계획 및 매뉴얼(평가지표) 통보,1
4942,&#65378;전라북도 산하 공공기관 2020년 상반기 채용계획&#65379; 통합공고문 게시 협조 요청,4
4943,민원 빅데이터 동향「국민의 소리」제548호 알림,4
4944,「행정·공공기관 민간 클라우드 이용 가이드라인」개정 안내,3
4945,일상감사 의견 통보(군산 금광지구 행복주택 건립사업),10
4946,공공임대주택 임차보증금자료 제공 요청,11
4947,「공공기록물 관리에 관한 법률 시행령·시행규칙 」일부개정령안 의견조회,4
4948,만성지구 토지 취득자 명단 제출 협조요청,9
4949,2019년 사회적경제기업 제품 공공구매 실적(12월말) 제출,5
4950,2020년 구매목표비율제도 설명회 계최 계획,5
4951,지방공공기관(지방공기업) 인사운영기준 개정 통보,4
4952,2020. 1~2월  조달교육원 교육 신청 안내,4
4953,"2020년 제1기 법제기본과정(중앙, 공공) 교육 신청안내",4
4954,지방공기업 2019년 신규채용 실적 및 2020년 계획 등 제출 요청,4
4955,지방계약 실무 전문가 공개 모집,10
4956,지방계약 실무 전문가 공개 모집,8
4957,지방계약 실무 전문가 공개 모집,1
4958,지방계약 실무 전문가 공개 모집,7
4959,지방계약 실무 전문가 공개 모집,5
4960,2019년 중증장애인생산품 구매실적 및 2020년 구매계획 시스템 입력요청(지방공기업),5
4961,2020년 제1기 알기 쉬운 법령 만들기과정(공통) 교육 신청안내,4
4962,「2020년도 지방공기업 예산편성기준」개정내용 통보,1
4963,「공정한 정규직 전환을 위한 보완 지침」 배포,4
4964,제29차 지방개발공사협의회 사장단회의 개최 관련 협조 요청,1
4965,"나라장터 정보제공(발주계획, 입찰공고, 개찰정보) 서비스 종료 안내",5
4966,부동산 신규취득 제한방안 제출 및 담당자 권한 신규 신청 안내,12
4967,2021년 11월 전북 빅데이터 기술교류 공동연구회 개최 안내,3
4968,「제5기 안전감찰업무 능력향상과정」교육생 추가모집 안내,4
4969,국민권익위원회 청렴연수원 2021년 한국형 온라인 공개강좌(K-MOOC) 신규강좌 개강 안내,4
4970,「2021 Smart Growth 화성 포럼」개최에 따른 참석 요청,13
4971,2021년 제2차 '지방공기업 CEO 포럼' 참가대상 모집기준 변경 안내,4
4972,화재 피해 종이기록물의 응급조치 교육 영상 안내,4
4973,소규모재생사업(예비사업 포함) 실집행 실적 자료(11.15.기준) 제출 요청,13
4974,도시재생 뉴딜사업 실집행 실적 자료(11월 15일기준) 제출 요청,13
4975,「2021년 지방공공기관 혁신 우수사례」영상 게재 알림,1
4976,개인정보보호위원회 기관 정식 국문 약칭 사용 협조 요청,3
4977,새만금 내부 지역간 연결도로 토론회 개최에 따른 협조 요청,7
4978,2021년 인구정책 유공 도지사 포상계획 안내 추천명단 제출 요청,4
4979,2021년 「ERC 언택트 Live 특강」 추가 운영계획 안내,4
4980,공공기관 녹색제품 의무구매제도 온라인 교육(2021-9기) 신청 안내,5
4981,세종시설공단 기본제안서 평가위원(후보자) 추천 요청,3
4982,2021년 온라인(재택형) 제9기 알기 쉬운 법령 만들기 과정(중앙. 공공) 교육 신청 안내,4
4983,2021년도 반부패 수범 유공 포상추천 의뢰(공직유관단체),4
4984,「사회적경제기업 제품 우선구매 포스터」배부,5
4985,2022년도 지방공기업 교육훈련 계획 수립을 위한 의견수렴(2차),4
4986,2022년 택지수급계획 수립을 위한 택지정보시스템 사용자 교육 참여 요청,9
4987,제26대 전라북도 지방건설기술심의위원회 위원 위촉 및 임명 알림,1
4988,2021년도 2차 도시재생뉴딜 청년인턴십 수련기관 배정 등 안내,13
4989,공무원 및 공공기관 직원 대상 정부혁신 인식조사 참여 협조요청,1
4990,공공부문 온실가스·에너지 목표관리제 기초자료 전수조사 기간 연장 알림,6
4991,장애인 표준사업장 생산품 구매활성화 이벤트 참여 안내,5
4992,2021년 집단컨설팅 대상기관 선정 안내,1
4993,건축 설계공모 정보공개 등 이행 재 당부 및 건축기획 업무 수행지침 제정 알림,10
4994,민원 빅데이터 동향 「국민의 소리」제641호(10월동향) 알림,4
4995,감사교육원 12월 교육과정(비대면 집합교육과정) 신청 안내,4
4996,2021년도 10월 이러닝 법제교육 수료자 명단(공공기관) 안내,4
4997,재난안전분야 전문교육 관련 「재난 및 안전관리 기본법」 개정 알림,4
4998,고압가스 제조(충전) 허가 수리 알림 [전주 상림 수소충전소],8
4999,공공주택사업 벤치마킹을 위한 기관 방문 협조 요청,10
5000,전라북도 주거종합계획 수립(안) 협의 요청,2
5001,2021년 하반기 비축부동산 매입대상 안내,9
5002,'21. 10월중 &#65378;이달의 으뜸도정상&#65379; 선정 알림,1
5003,2021년 온라인(재택형) 제3기 법제실습과정 교육 신청 안내(교육 → 건축 분야 정정),4
5004,재택교육「디지털 리터러시 강화과정(2기)」 교육대상자 알림,4
5005,2021년 겨울철 방재기간 대비 기상정보 수신처 현행화 협조 요청,4
5006,2022-1학기 원광대학교 일반대학원 신(편)입학생 모집 안내 및 홍보 요청,4
5007,공공분양주택 입주예약자 업무처리지침 일부개정고시안 의견조회,11
5008,「'21년 공공재정환수법 온라인 설명회」관련 참여 수요 조사,12
5009,고창 덕산지구 도시개발구역 지정 제안서 수용 통보,7
5010,지방공기업평가원 2021년 10월 이러닝 수료자 명단 알림,4
5011,지적측량 예정일 알림,9
5012,부산도시공사 홍보 브로슈어 및 리플렛 제작 관련 제안서 평가위원 추천 요청,12
5013,2021년 하반기 중증장애인생산품 비대면 판매행사 협조 요청,5
5014,2021년 10월 지방공기업평가원 교육프로그램 수료자 명단 알림,4
5015,2021년 12월 농식품공무원교육원 이러닝과정 신청안내,4
5016,2021년 10월 유형별 민원분류기준표 정비결과 알림,4
5017,의원발의「지방공기업법」개정안에 대한 의견조회,1
5018,&#65378;전북형 도시재생 뉴딜사업&#65379; 10월말 기준 관리카드 작성 제출 요청,13
5019,전기설계 및 감리업자의 사업수행능력 세부평가기준(PQ) “교육실적” 정상 평가 요청,10
5020,ESG경영을 위한 이해관계자 설문조사 참여 요청,4
5021,[지방공기업평가원] `22년도 교육계획 수립을 위한 교육수요조사 협조 재요청,4
5022,2022년 교육훈련계획 수립을 위한 수요 조사 협조 요청(공공기관),4
5023,2021년 제2차 '지방공기업 CEO 포럼' 개최 안내,4
5024,2021년 온라인(재택형) 제2기 공공기관 직원을 위한 법제 특강 과정 교육 신청 안내,4
5025,전라북도인재개발원 사이버교육 10월중 수료자 명단 송부(공기업·출연기관),4
5026,2021년 11월 공공기관 소프트웨어관리 온라인 교육 안내,3
5027,2021년 재난관리 전문교육[제2기 부서장] 교육 알림 및 교육생 모집,4
5028,「제4기 지자체 부단체장 및 안전책임관 재난안전과정」교육생 추가 모집 안내,4
5029,2021년 온라인(재택형) 제2기 기본법제 종합과정(공통) 대상자 안내,4
5030,2021년 11월 '미래농업 전문가 양성-농업용 로봇과정' 신청 안내,4
5031,2021년 12월 농식품공무원교육원 집합교육과정 신청안내,4
5032,2021년 11월 노사발전재단 생애경력설계서비스 신청 안내,4
5033,「2022년 폭력예방교육 운영안내(지침)」 개정을 위한 의견 수렴,4
5034,폐기물 처리 통보(이서면 용서리 867번지),9
5035,「중대재해 처벌 등에 관한 법률」시행('22.1.27.) 대비 사전 준비 협조 요청,4
5036,2021년 온라인(재택형) 제3기 법제실습과정(교육 분야-공통) 교육 신청 안내,4
5037,수소충전소 구축사업자 및 설비제작사 간담회 참석 요청,8
5038,2021사업년도 지방공기업 결산기준 교육계획 알림,5
5039,2021년 제18차 정보화사업 보안성 검토 알림,3
5040,공공데이터 제공 표준 12차 개정 알림,3
5041,2021년 개인정보 관리수준진단 중간결과 및 이의(재검증)신청 안내,3
5042,군산 금광지구 행복주택 오수처리계획 관련 협조 재요청 회신,10
5043,군산시 분양가심사위원회 참석 협조 (군산 신역세권 D2BL),5
5044,[한국재정정보원] '21년 11월 광주지역사무소 국고보조금통합관리시스템(e나라도움) 교육일정 및 업무지원 안내,12
5045,도시재생 사업 관리카드(중심시가지형) 제출 요청 / 10월말 기준,13
5046,도시재생 사업 관리카드(일반근린형) 제출 요청 / 10월말 기준,13
5047,"도시재생 사업 관리카드(주거지지원형, 우리동네살리기) 제출 요청 / 10월말 기준",13
5048,도시재생 사업 관리카드(인정사업) 제출 요청 / 10월말 기준,13
5049,2021년 지방공공기관 채용실태 전수조사 관련 질문서 송부,12
5050,지방공사·공단 ‘업무추진비’ 예산편성 협조 요청,1
5051,‘택지 분양권 전매’ 실거래 신고내용 조사에 따른 업무협조 요청,9
5052,2022년 지방공기업 예산회계 및 신속집행시스템 위수탁 협약 체결 요청,3
5053,새만금 개발 2단계  종합사업관리를 위한 사업자료 제출 협조,7
5054,2022년 상반기 대학생 직무인턴 참여기관 수요조사 협조요청,4
5055,[한국재정정보원] '21년 11월 광주지역사무소 국고보조금통합관리시스템(e나라도움) 교육일정 및 업무지원 안내,12
5056,전주만성지구 주차장용지 민원접수에 따른 협조 요청,9
5057,사토 발생에 따른 활용계획 조회(전주천 지방하천정비사업),7
5058,2021년도 중증장애인생산품 우선구매 담당자 온라인 교육 이수 안내,5
5059,공직유관단체 제도 안내서 송부,12
5060,사토 발생에 따른 활용계획 조회,7
5061,2021년 12월 재택교육과정 운영 및 교육대상자 접수 안내,4
5062,2021년 폭력예방교육 실적 입력 안내(수정),4
5063,2021년 폭력예방교육 실적 입력 안내(수정),4
5064,2021년 폭력예방교육 실적 입력 안내(수정),4
5065,2021년 폭력예방교육 실적 입력 안내(수정),4
5066,청렴연수원 청렴교육 신청 안내(12월),4
5067,2021년 폭력예방교육 실적 입력 안내(수정),4
5068,제1회 국민권익위원회 민원 데이터 분석 경진대회 안내 및 홍보 협조 요청,4
5069,섬진강 장군목생태관광지 진입도로 개설공사 지역개발 부하량 할당시기 연기 수리알림,7
5070,「‘22년 첨단 정보기술을 활용한 공공서비스 촉진사업」확산과제 수요조사,3
5071,민원 빅데이터 동향「국민의 소리」제640호 알림,4
5072,2021년 폭력예방교육 실적 입력 안내,4
5073,보령시 웅천읍 농촌중심지활성화사업 지역역량강화용역(3차) 사업추진단(기술자문단) 모집공고 알림,2
5074,2021년 11월 KMA 포럼 참가자 모집 안내,4
5075,하반기 지방공기업 신속집행 적극협조 및 점검회의 자료 제출 요청,1
5076,지방공공기관 채용제도개선 이행현황 제출 요청,4
5077,보령시 웅천읍 농촌중심지활성화사업 지역역량강화용역(3차) 사업추진단(감시인) 모집공고 알림,2
5078,대민 웹사이트 관리현황 범정부EA포털 입력요청 및 설명회 안내,3
5079,하자관리정보 시스템에 하자보수 결과 등록 철저 요청,10
5080,「공공데이터 관리지침」개정 시행 안내 및 '공공데이터 제공·관리 실무 매뉴얼' 송부,3
5081,감사제보 관련 자료 요청,12
5082,2021년 사회적경제 우선구매 인식확산 교육 대상자 확정 통보,5
5083,일상감사 의견 통보(새만금 수상태양광 발전설비 설치공사 감리용역),8
5084,’21년 사회적경제기업 제품 우선구매 실적(10월말 기준) 제출 협조,5
5085,`21년 11월 국가민방위재난안전교육원 재난안전교육 추가모집 확정명단 통보,4
5086,삼천동·상림동 수소충전소 구축 사업 관련 협조 요청,8
5087,조달교육원 교육훈련비 납부계좌 변경 안내,4
5088,(공문)지방공기업 임직원 장학혜택을 위한 산업체위탁교육계약 체결 제안,4
5089,도시재생 뉴딜사업 실집행 실적 자료(10월 31일기준) 제출 요청,13
5090,소규모재생사업(예비사업 포함) 실집행 실적 자료(10.31.기준) 제출 요청,13
5091,2021년 온라인(재택형) 제4기 공무원이 알아야 할 민법과정(기초) 수료자 명단,4
5092,2022년 국토교통분야 공공공사 연계 RnD 추진 수요조사,7
5093,2021년 지방개발공사협의회 정책세미나 실무자회의 참석자 명단 제출 요청,1
5094,일상감사 의견 통보(순창 순화지구 도시개발사업 전기공사),7
5095,기관 개별 데이터포털 내 데이터 정비 결과 제출 요청,3
5096,공공임대주택 중복입주 전산검색 결과 통지(2020000379),11
5097,2021년 온라인(재택형) 제8기 행정법실무과정(핵심) 및 제8기 공무원이 알아야 할 민법과정(핵심) 교육 신청 안내,4
5098,2021년 국립중앙의료원 갑질예방 및 청렴 아이디어 공모전 안내 및 협조 요청,4
5099,제2차「전라북도 혁신도시 인권경영협의체」회의 결과 알림,12
5100,2021년 하반기 행정정보 공동이용 교육 실시 안내,3
5101,제도개선 이행실태 현지 확인·점검 계획 통보,12
5102,'21년 건설공사 발주실적(10월말) 자료 제출 협조 (유관기관),5
5103,새만금 관광·레저용지 제1지구(초입지) 행정구역 결정 관련 김제시 의견서 제출(정정),7
5104,전라북도 규제개혁위원회 구성을 위한 위원추천 협조요청,12
5105,강원도개발공사 제1기 안전경영위원회 심의·자문위원 후보자 등록 안내,7
5106,"「가로경관개선사업 경관가이드라인, 기본 및 실시설계용역」제안서 평가위원(후보자) 공개모집",2
5107,국가기록원 기록관리교육센터 2021년 11월 중 교육과정 안내,4
5108,저소득계층 임대보증금 지원대상자 중 임대료 등 체납 사실 확인 요청,11
5109,제안서 평가위원(후보자) 모집 공고[2021년 하반기 통합 공공 CCTV시스템 구매 설치],3
5110,2021년도 도시재생 한마당행사 관련 협조 요청,13
5111,나라장터 SSL 전환 안내,5
5112,지방공기업 전용 사이버 인권교육 과정 운영 안내 (국가인권위원회),12
5113,재당첨제한 삭제 처리결과 통지(2021000311),11
5114,전라북도교육청 정보화사업 제안서평가위원(후보자) 추천 협조 요청,3
5115,지방공기업지 게재를 위한 경영평가 관련 질의 접수 안내,1
5116,지방공기업지 게재 참여 협조 요청,12
5117,(긴급) 도의회(두세훈 의원) 자료요구에 따른 협조요청,1
5118,2021년 온라인(재택형) 제4기 행정법특강과정(공통) 교육 신청 안내,4
5119,2021년 저소득계층 임대보증금 지원사업 홍보 요청,11
5120,공공기관 청렴수준 평가제도 개편방안 관계기관 회의 개최 및 온라인 참석자 제출 안내,12
5121,’21년 「호남 공공기관 사이버보안 워크숍」개최 안내,3
5122,의원발의「지방공기업법」개정안에 대한 의견조회,1
5123,2021 전라북도 사회적경제박람회 개최 안내,5
5124,2022년도 기록물관리 표준화 과제 수요조사,4
5125,"지역건설 활성화를 위한 지역업체 수주 및 하도급 참여, 지역자재 구매 요청(유관기관)",5
5126,개정된 ?공익신고자 보호법? 시행('21.10.21.) 안내,12
5127,2021년 제3차 기록물관리 표준 개정(안) 의견조회,4
5128,2021년 온라인(재택형) 제2기 기본법제 종합과정(공통) 교육 신청 안내,4
5129,이병철 도의원 요구자료 제출 요청,1
5130,"2021년 온라인(재택형) 제4기 행정법실무과정-기초(중앙, 지방, 공공) 교육 신청 안내",4
5131,혁신도시에코르3단지 하자보수 관련 민원에 대한 의견 회신 요청,10
5132,2021 사이언스버스킹 쇼케이스「사이플렉스(SCIFLEX)」상영 안내,4
5133,녹색제품 의무구매 평가지표(안)에 대한 의견 조회 알림,5
5134,"2021년 온라인(재택형) 제2기 사례중심 실무 건축법제과정(중앙, 공공) 교육 신청 안내",4
5135,민원 빅데이터 동향「국민의 소리」제639호 알림,4
5136,2022년도 지방공기업 교육훈련 계획 수립을 위한 의견수렴,4
5137,「'21년 공정채용·블라인드채용 우수사례 경진대회」개최 안내,4
5138,2022년도 조달전문 교육훈련계획 수립을 위한 수요조사 협조 요청,4
5139,부동산 관련 업무 공직자의 부동산 신규취득 제한·신고 제도 안내 등,12
5140,지방자치인재개발원 「지방공기업 경영자과정」교육 대상자 확정 및 입교 안내,4
5141,당첨자 삭제 처리결과 통지(2008000890),11
5142,2021년 대전도시공사 혁신우수사례 공유전파,1
5143,2021년 11월 재난안전 교육과정 안내 및 교육생 추천 협조 요청,4
5144,2021년 지방공기업 신속집행시스템 유지관리 사업 업무수행 결과 제출 (9월),3
5145,2021년 하반기 재난안전분야 종사자 교육대상자 현행화 및 이수실적 요청,4
5146,일상감사 의견 통보(순창 순화지구 도시개발사업 조경공사),7
5147,새만금 산업단지 개발계획 변경에 따른 새만금 자문단 자문회의 개최 알림,4
5148,2021 사회적경제 우선구매 인식확산 교육 안내 및 대상자 제출 요청,5
5149,2021 지방체육진흥사업 사업변경계획 승인 안내,12
5150,독립유공자 및 국가유공자 생업지원 협조,5
5151,2021년 온라인(재택형) 제7기 행정법실무과정(핵심-공통) 수료자 명단 안내,4
5152,[지방공기업평가원] `22년도 교육계획 수립을 위한 교육수요조사 실시 안내,4
5153,정보공개청구에 따른 의견 요청(천마지구도시개발사업관련),2
5154,2021 사회적경제 우선구매 인식확산 교육 안내(수정) 및 대상자 제출 요청,5
5155,2021년 11월 재난안전 교육과정 추가모집 안내 및 교육생 추천 협조 요청,4
5156,환경영향평가(본안) 협의의견 회신 알림(익산 부송4지구 도시개발사업),7
5157,전북운전면허시험장 시설물 보수 요청,6
5158,산지전용(협의)에 따른 2021년도 추가 복구비 예치 재통지(부송4지구),9
5159,산지전용(협의)에 따른 2021년도 추가 복구비 예치 재통지(부송4지구),7
5160,‘22년 전라북도 중소기업지원 시책안내서 제작을 위한 기초자료 작성 제출 협조(유관기관),4
5161,"공공분야 대상 ""폰트 및 공모전"" 저작권 교육(비대면) 안내",3
5162,2021년 공공기관 중증장애인생산품 우선구매 비대면(온라인) 교육 참석 요청,5
5163,2021년 공공부문 ICT장비 사용현황조사 협조 요청,3
5164,감사전문가 초청 특강 안내,12
5165,2021년 온라인(재택형) 제3기 사례중심 규제법령정비과정 교육 신청 안내,4
5166,정보공개법 개정에 따른 비공개 세부기준 점검·개선결과 제출 요청,4
5167,2021년 정보공개 종합평가 1차 결과 및 이의신청 안내,4
5168,전주00부대이전부지 도시개발사업지구 내 공공임대주택(17BL) 건설 참여 재확인 요청,2
5169,양산시시설관리공단 제안서 평가위원 모집 추천(지원) 재요청,12
5170,한옥알기 과정 등 4개 과정 교육수료 결과 알림,4
5171,불용물품 관리전환 수요조회,5
5172,'20년 환경정보 2차 서류평가 결과 적합 알림,6
5173,행정정보 공동이용시스템 오프라인 점검 안내,3
5174,조오섭 국회의원 요구자료 제출 요청(공공임대주택 임대료 인상률 현황),1
5175,행정·공공기관 정보시스템 클라우드 전환·통합 관련 설명회 개최 안내,3
5176,2021년 공공부문 ICT장비 사용현황조사 협조 요청,3
5177,안양도시공사 제안서 평가위원 추천(지원) 요청,4
5178,토지보상법 일부개정법률안(유의동 의원 대표발의)에 대한 의견조회,9
5179,2021년도 행정사무감사 계획서 통보,1
5180,‘웹 접근성 품질인증 제도’ 활용 협조 요청,3
5181,'21. 9월중 &#65378;이달의 으뜸도정상&#65379; 선정 알림,1
5182,전주 천마지구 도시개발사업 관련 전북지방환경청 의견 회신,2
5183,2021년 11월 농식품공무원교육원 집합교육과정 추가 모집 안내,4
5184,'21년 11∼12월 국토교통인재개발원 집합교육 계획 일부 변경 알림,4
5185,제2차「전라북도 혁신도시 인권경영협의체」회의 개최 알림,12
5186,지방공기업 투자계획 이행실적 제출 요청,7
5187,국회의원(박완주 의원) 요구자료 제출 요청,1
5188,건설사업관리용역 참여기술자 업무중첩도 조회 협조 요청,7
5189,제22회 건축문화제 관련 협조요청(개발공사 발주사업 작품전시),10
5190,2021년 11월 주택도시기금 사업자대출 수요조사 실시,5
5191,주택 소유현황 검색 결과 알림,11
5192,국토교통부 부동산거래 전자계약시스템 연계서버 변경작업 요청,3
5193,데이터활용 특강(10~11월) 수강신청 안내(공공기관),4
5194,'21년 11∼12 월 국토교통인재개발원 교육 과정 신청 안내,4
5195,2021년 지방개발공사협의회 실무자회의 결과 공유,1
5196,2022년 노후 공공임대주택 그린리모델링 사업 수요조사 안내,10
5197,우수 장애인기업제품 비대면 구매상담회 참여 구매기관 모집 안내,5
